component,year,region,value
Adjustment to Census 2021,2015-16,North West,-305.0
Adjustment to Census 2021,2016-17,North West,-305.0
Adjustment to Census 2021,2017-18,North West,-305.0
Adjustment to Census 2021,2018-19,North West,-305.0
Adjustment to Census 2021,2019-20,North West,-305.0
Adjustment to Census 2021,2020-21,North West,-305.0
Adjustment to Census 2021,2021-22,North West,
Adjustment to Census 2021,2022-23,North West,
Adjustment to Census 2021,2023-24,North West,
Adjustment to Census 2021,2024-25,North West,
Residual,2000-01,North West,
Residual,2001-02,North West,
Residual,2002-03,North West,
Residual,2003-04,North West,
Residual,2004-05,North West,
Residual,2005-06,North West,
Residual,2006-07,North West,0.0
Residual,2007-08,North West,-223.0
Residual,2008-09,North West,-3.0
Residual,2009-10,North West,0.0
Residual,2010-11,North West,0.0
Residual,2011-12,North West,0.0
Residual,2012-13,North West,0.0
Residual,2013-14,North West,0.0
Residual,2014-15,North West,0.0
Residual,2015-16,North West,0.0
Residual,2016-17,North West,0.0
Residual,2017-18,North West,0.0
Residual,2018-19,North West,0.0
Residual,2019-20,North West,0.0
Residual,2020-21,North West,0.0
Residual,2021-22,North West,0.0
Residual,2022-23,North West,0.0
Residual,2023-24,North West,0.0
Residual,2024-25,North West,0.0
Net additions,2000-01,Yorkshire and The Humber,10800.0
Net additions,2001-02,Yorkshire and The Humber,12752.0
Net additions,2002-03,Yorkshire and The Humber,13452.0
Net additions,2003-04,Yorkshire and The Humber,16252.0
Net additions,2004-05,Yorkshire and The Humber,15024.0
Net additions,2005-06,Yorkshire and The Humber,18684.0
Net additions,2006-07,Yorkshire and The Humber,21712.0
Net additions,2007-08,Yorkshire and The Humber,22826.0
Net additions,2008-09,Yorkshire and The Humber,17336.0
Net additions,2009-10,Yorkshire and The Humber,13578.0
Net additions,2010-11,Yorkshire and The Humber,13594.0
Net additions,2011-12,Yorkshire and The Humber,12066.0
Net additions,2012-13,Yorkshire and The Humber,10300.0
Net additions,2013-14,Yorkshire and The Humber,11918.0
Net additions,2014-15,Yorkshire and The Humber,13947.0
Net additions,2015-16,Yorkshire and The Humber,15729.0
Net additions,2016-17,Yorkshire and The Humber,17760.0
Net additions,2017-18,Yorkshire and The Humber,19622.0
Net additions,2018-19,Yorkshire and The Humber,20269.0
Net additions,2019-20,Yorkshire and The Humber,20297.0
Net additions,2020-21,Yorkshire and The Humber,16132.0
Net additions,2021-22,Yorkshire and The Humber,18721.0
Net additions,2022-23,Yorkshire and The Humber,17952.0
Net additions,2023-24,Yorkshire and The Humber,21103.0
Net additions,2024-25,Yorkshire and The Humber,18095.0
New build,2000-01,Yorkshire and The Humber,
New build,2001-02,Yorkshire and The Humber,
New build,2002-03,Yorkshire and The Humber,
New build,2003-04,Yorkshire and The Humber,
New build,2004-05,Yorkshire and The Humber,
New build,2005-06,Yorkshire and The Humber,
New build,2006-07,Yorkshire and The Humber,17800.0
New build,2007-08,Yorkshire and The Humber,19289.0
New build,2008-09,Yorkshire and The Humber,14120.0
New build,2009-10,Yorkshire and The Humber,10569.0
New build,2010-11,Yorkshire and The Humber,10182.0
New build,2011-12,Yorkshire and The Humber,10387.0
New build,2012-13,Yorkshire and The Humber,8516.0
New build,2013-14,Yorkshire and The Humber,10384.0
New build,2014-15,Yorkshire and The Humber,12079.0
New build,2015-16,Yorkshire and The Humber,13080.0
New build,2016-17,Yorkshire and The Humber,15257.0
New build,2017-18,Yorkshire and The Humber,16557.0
New build,2018-19,Yorkshire and The Humber,18078.0
New build,2019-20,Yorkshire and The Humber,18672.0
New build,2020-21,Yorkshire and The Humber,14346.0
New build,2021-22,Yorkshire and The Humber,16802.0
New build,2022-23,Yorkshire and The Humber,16234.0
New build,2023-24,Yorkshire and The Humber,17827.0
New build,2024-25,Yorkshire and The Humber,16015.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2020-21,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2022-23,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2023-24,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2024-25,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2020-21,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2022-23,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2023-24,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2024-25,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2020-21,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2022-23,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2023-24,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2024-25,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2020-21,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2022-23,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2023-24,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2024-25,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2020-21,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2022-23,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2023-24,Yorkshire and The Humber,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2024-25,Yorkshire and The Humber,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2020-21,Yorkshire and The Humber,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2022-23,Yorkshire and The Humber,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2023-24,Yorkshire and The Humber,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2024-25,Yorkshire and The Humber,0.0
Of which under PDR: unspecified (new build),2020-21,Yorkshire and The Humber,0.0
Of which under PDR: unspecified (new build),2021-22,Yorkshire and The Humber,0.0
Of which under PDR: unspecified (new build),2022-23,Yorkshire and The Humber,105.0
Of which under PDR: unspecified (new build),2023-24,Yorkshire and The Humber,0.0
Of which under PDR: unspecified (new build),2024-25,Yorkshire and The Humber,0.0
Of which under PDR: total (new build),2020-21,Yorkshire and The Humber,0.0
Of which under PDR: total (new build),2021-22,Yorkshire and The Humber,0.0
Of which under PDR: total (new build),2022-23,Yorkshire and The Humber,105.0
Of which under PDR: total (new build),2023-24,Yorkshire and The Humber,0.0
Of which under PDR: total (new build),2024-25,Yorkshire and The Humber,0.0
Net conversions,2000-01,Yorkshire and The Humber,
Net conversions,2001-02,Yorkshire and The Humber,
Net conversions,2002-03,Yorkshire and The Humber,
Net conversions,2003-04,Yorkshire and The Humber,
Net conversions,2004-05,Yorkshire and The Humber,
Net conversions,2005-06,Yorkshire and The Humber,
Net conversions,2006-07,Yorkshire and The Humber,580.0
Net conversions,2007-08,Yorkshire and The Humber,790.0
Net conversions,2008-09,Yorkshire and The Humber,370.0
Net conversions,2009-10,Yorkshire and The Humber,445.0
Net conversions,2010-11,Yorkshire and The Humber,409.0
Net conversions,2011-12,Yorkshire and The Humber,984.0
Net conversions,2012-13,Yorkshire and The Humber,780.0
Net conversions,2013-14,Yorkshire and The Humber,715.0
Net conversions,2014-15,Yorkshire and The Humber,930.0
Net conversions,2015-16,Yorkshire and The Humber,563.0
Net conversions,2016-17,Yorkshire and The Humber,568.0
Net conversions,2017-18,Yorkshire and The Humber,320.0
Net conversions,2018-19,Yorkshire and The Humber,286.0
Net conversions,2019-20,Yorkshire and The Humber,192.0
Net conversions,2020-21,Yorkshire and The Humber,326.0
Net conversions,2021-22,Yorkshire and The Humber,264.0
Net conversions,2022-23,Yorkshire and The Humber,278.0
Net conversions,2023-24,Yorkshire and The Humber,203.0
Net conversions,2024-25,Yorkshire and The Humber,189.0
Net change of use,2000-01,Yorkshire and The Humber,
Net change of use,2001-02,Yorkshire and The Humber,
Net change of use,2002-03,Yorkshire and The Humber,
Net change of use,2003-04,Yorkshire and The Humber,
Net change of use,2004-05,Yorkshire and The Humber,
Net change of use,2005-06,Yorkshire and The Humber,
Net change of use,2006-07,Yorkshire and The Humber,2836.0
Net change of use,2007-08,Yorkshire and The Humber,2178.0
Net change of use,2008-09,Yorkshire and The Humber,2170.0
Net change of use,2009-10,Yorkshire and The Humber,1229.0
Net change of use,2010-11,Yorkshire and The Humber,965.0
Net change of use,2011-12,Yorkshire and The Humber,712.0
Net change of use,2012-13,Yorkshire and The Humber,1095.0
Net change of use,2013-14,Yorkshire and The Humber,1053.0
